ano;PA_UFMUN;UF;Nome_Município;Pop_IBGE;PA_PROC_ID;NO_PROCEDIMENTO;Valor_Aprovado;qtd_aprovada
2015;330190;RJ;Itaboraí;242543;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;578.1;41
2018;310930;MG;Buritis;25013;0201010410;BIOPSIA DE PROSTATA;1939.98;29
2019;351880;SP;Guarulhos;1392121;0201010666;BIOPSIA DO COLO UTERINO;10558.08;576
2018;521150;GO;Itumbiara;105809;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;980;7
2018;354870;SP;São Bernardo do Campo;844483;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;30100;215
2015;432070;RS;Sobradinho;15005;0201010216;BIOPSIA DE FIGADO POR PUNCAO;71.15;1
2017;530010;DF;Brasília;3055149;0201010372;BIOPSIA DE PELE E PARTES MOLES;51866.64;2008
2018;316240;MG;São João da Ponte;25098;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;761.4;54
2015;320370;ES;Muniz Freire;17319;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2015;291170;BA;Guanambi;84928;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1376.34;58
2016;420420;SC;Chapecó;224013;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;531.59;17
2017;315990;MG;Santo Antônio do Amparo;18613;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2020;150140;PA;Belém;1499641;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;21840;156
2016;530170;NULL;NULL;NULL;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;338.4;24
2018;520870;GO;Goiânia;1536097;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;13194.5;550
2015;430300;RS;Cachoeira do Sul;81869;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;213.57;9
2016;431490;RS;Porto Alegre;1488252;0201010445;BIOPSIA DE SEIO PARANASAL;36.66;2
2018;431560;RS;Rio Grande;211965;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;700;5
2019;351880;SP;Guarulhos;1392121;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;839.65;35
2020;230765;CE;Maracanaú;229458;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;47.46;2
2017;110004;RO;Cacoal;85893;0201010372;BIOPSIA DE PELE E PARTES MOLES;258.3;10
2016;280670;SE;São Cristóvão;91093;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;93.81;3
2018;353050;SP;Mococa;68980;0201010666;BIOPSIA DO COLO UTERINO;623.22;34
2020;431560;RS;Rio Grande;211965;0201010640;PUNÇÃO P/ ESVAZIAMENTO;79.5;6
2016;530170;NULL;NULL;NULL;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2019;353440;SP;Osasco;699944;0201010372;BIOPSIA DE PELE E PARTES MOLES;1782.27;69
2018;230190;CE;Barbalha;61228;0201010666;BIOPSIA DO COLO UTERINO;2291.25;125
2020;510840;MT;Várzea Grande;287526;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2016;352290;SP;Itapuí;14147;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;437.1;46
2018;530010;DF;Brasília;3055149;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;85260.6;1361
2017;110004;RO;Cacoal;85893;0201010399;BIOPSIA DE PIRAMIDE NASAL;18.33;1
2020;510795;MT;Tangará da Serra;105711;0201010518;BIOPSIA/PUNÇÃO DE VULVA;18.33;1
2020;313520;MG;Januária;67852;0201010380;BIOPSIA DE PENIS;54.99;3
2019;530010;DF;Brasília;3055149;0201010372;BIOPSIA DE PELE E PARTES MOLES;68836.95;2665
2019;310350;MG;Araguari;117825;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;770;15
2019;432250;RS;Vacaria;66575;0201010410;BIOPSIA DE PROSTATA;2032.36;22
2016;312980;MG;Ibirité;182153;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;62.54;2
2018;312230;MG;Divinópolis;240408;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;1
2020;231340;CE;Tianguá;76537;0201010097;BIOPSIA DE CONJUNTIVA;279.9;9
2017;292740;BA;Salvador;2886698;0201010097;BIOPSIA DE CONJUNTIVA;746.4;24
2017;231160;CE;Redenção;29146;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2017;350750;SP;Botucatu;148130;0201010640;PUNÇÃO P/ ESVAZIAMENTO;4491.75;339
2015;431690;RS;Santa Maria;283677;0201010151;BIOPSIA DE ENDOMETRIO;843.18;46
2015;350550;SP;Barretos;122833;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1376.34;58
2016;150293;PA;Dom Eliseu;60469;0201010666;BIOPSIA DO COLO UTERINO;109.98;6
2017;172100;TO;Palmas;306296;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;398.88;11
2016;351500;SP;Embu das Artes;276535;0201010666;BIOPSIA DO COLO UTERINO;2162.94;118
2020;316710;MG;Serro;20940;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;42.3;3
2020;431140;RS;Lajeado;85033;0201010372;BIOPSIA DE PELE E PARTES MOLES;129.15;5
2015;355240;SP;Sumaré;286211;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2019;410140;PR;Apucarana;136234;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;3880;40
2019;354100;SP;Praia Grande;330845;0201010062;BIOPSIA DE BEXIGA;666.88;16
2015;292930;BA;São Gonçalo dos Campos;37942;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2326.5;165
2019;230600;CE;Iracema;14326;0201010666;BIOPSIA DO COLO UTERINO;146.64;8
2020;350750;SP;Botucatu;148130;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;24360;174
2019;510704;MT;Primavera do Leste;63092;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;301.84;14
2019;355410;SP;Taubaté;317915;0201010275;BIOPSIA DE MEDULA OSSEA;18800;94
2019;312770;MG;Governador Valadares;281046;0201010321;BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO);377.56;2
2016;354780;SP;Santo André;721368;0201010640;PUNÇÃO P/ ESVAZIAMENTO;2848.75;215
2016;292720;BA;Ruy Barbosa;30857;0201010640;PUNÇÃO P/ ESVAZIAMENTO;106;17
2018;353980;SP;Poá;118349;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;73.32;4
2019;510020;MT;Água Boa;26204;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2020;354970;SP;São José do Rio Pardo;55124;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2016;314790;MG;Passos;115337;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;1761.72;55
2020;313130;MG;Ipatinga;265409;0201010275;BIOPSIA DE MEDULA OSSEA;15000;75
2016;320390;ES;Nova Venécia;50434;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2018;350950;SP;Campinas;1213792;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;2592.72;39
2018;292620;BA;Riachão das Neves;22334;0201010631;PUNÇÃO LOMBAR;154.88;355
2016;313930;MG;Manga;18226;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2270.1;161
2019;354850;SP;Santos;433656;0201010518;BIOPSIA/PUNÇÃO DE VULVA;1191.45;65
2018;292740;BA;Salvador;2886698;0201010151;BIOPSIA DE ENDOMETRIO;2236.26;122
2018;352680;SP;Lençóis Paulista;68990;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2020;410480;PR;Cascavel;332333;0201010194;BIOPSIA DE FARINGE/LARINGE;1010.18;53
2019;316960;MG;Tupaciguara;25398;0201010518;BIOPSIA/PUNÇÃO DE VULVA;36.66;3
2018;230190;CE;Barbalha;61228;0201010631;PUNÇÃO LOMBAR;42.24;6
2016;351620;SP;Franca;355901;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);454.72;4
2019;521760;GO;Planaltina;90640;0201010640;PUNÇÃO P/ ESVAZIAMENTO;1219;92
2016;313620;MG;João Monlevade;80416;0201010640;PUNÇÃO P/ ESVAZIAMENTO;569.75;43
2016;500270;MS;Campo Grande;906092;0201010313;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO);183.39;1
2018;430460;RS;Canoas;348208;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2019;431140;RS;Lajeado;85033;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;9215;95
2016;310620;MG;Belo Horizonte;2521564;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;26359.32;793
2019;353470;SP;Ourinhos;114352;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;274.95;15
2019;410480;PR;Cascavel;332333;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;5282.2;254
2015;292530;BA;Porto Seguro;150658;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;23.73;1
2015;240050;RN;Alexandria;13553;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2018;314790;MG;Passos;115337;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;930.72;45
2018;130260;AM;Manaus;2219580;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;4919.52;74
2015;410650;PR;Coronel Vivida;20580;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;517.44;24
2015;430510;RS;Caxias do Sul;517451;0201010631;PUNÇÃO LOMBAR;211.2;30
2020;352690;SP;Limeira;308482;0201010399;BIOPSIA DE PIRAMIDE NASAL;36.66;2
2019;355100;SP;São Vicente;368355;0201010518;BIOPSIA/PUNÇÃO DE VULVA;238.29;13
2017;210005;MA;Açailândia;113121;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2015;330630;RJ;Volta Redonda;273988;0201010372;BIOPSIA DE PELE E PARTES MOLES;9117.99;353
2015;410480;PR;Cascavel;332333;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;17617.2;530
2017;150680;PA;Santarém;306480;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;1649;17
2015;530010;DF;Brasília;3055149;0201010216;BIOPSIA DE FIGADO POR PUNCAO;2347.95;33
2017;410430;PR;Campo Mourão;95488;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;15714;162
2019;410840;PR;Francisco Beltrão;92216;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2018;312800;MG;Guanhães;34573;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;64.68;3
2017;510250;MT;Cáceres;94861;0201010372;BIOPSIA DE PELE E PARTES MOLES;852.39;33
2017;354980;SP;São José do Rio Preto;464983;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;256.62;14
2017;292800;BA;Santaluz;37531;0201010640;PUNÇÃO P/ ESVAZIAMENTO;318;24
2017;270670;AL;Penedo;63846;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;86.24;4
2015;110004;RO;Cacoal;85893;0201010062;BIOPSIA DE BEXIGA;41.68;1
2017;432140;RS;Tenente Portela;13434;0201010410;BIOPSIA DE PROSTATA;3602.82;39
2017;330620;RJ;Vassouras;37083;0201010224;BIOPSIA DE GANGLIO LINFATICO;92.38;2
2017;354390;SP;Rio Claro;208008;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;152.48;8
2017;352690;SP;Limeira;308482;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;547.44;8
2017;315250;MG;Pouso Alegre;152549;0201010666;BIOPSIA DO COLO UTERINO;4270.89;267
2018;316800;MG;Taiobeiras;34397;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;1063.68;16
2019;210300;MA;Caxias;165525;0201010410;BIOPSIA DE PROSTATA;101063.72;1094
2017;432040;RS;Serafina Corrêa;17795;0201010410;BIOPSIA DE PROSTATA;184.76;2
2018;316870;MG;Timóteo;90568;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;344.96;16
2019;354870;SP;São Bernardo do Campo;844483;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;12298.8;185
2017;291360;BA;Ilhéus;159923;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1916.04;28
2018;420140;SC;Araranguá;68867;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2016;310620;MG;Belo Horizonte;2521564;0201010151;BIOPSIA DE ENDOMETRIO;1631.37;89
2017;354340;SP;Ribeirão Preto;711825;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;239396;2468
2019;330170;RJ;Duque de Caxias;924624;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;5983.2;90
2017;314800;MG;Patos de Minas;153585;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2016;291080;BA;Feira de Santana;619609;0201010631;PUNÇÃO LOMBAR;2083.84;296
2017;291170;BA;Guanambi;84928;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;759.36;32
2015;350320;SP;Araraquara;238339;0201010410;BIOPSIA DE PROSTATA;92.38;1
2017;351500;SP;Embu das Artes;276535;0201010640;PUNÇÃO P/ ESVAZIAMENTO;662.5;50
2019;355220;SP;Sorocaba;687357;0201010224;BIOPSIA DE GANGLIO LINFATICO;46.19;1
2017;420830;SC;Itapema;67338;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;156.35;5
2017;316970;MG;Turmalina;20125;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;1
2018;521460;GO;Niquelândia;46730;0201010640;PUNÇÃO P/ ESVAZIAMENTO;53;7
2016;290840;BA;Conceição do Coité;67013;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;199.44;6
2019;352530;SP;Jaú;151881;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;3736.5;265
2018;352530;SP;Jaú;151881;0201010194;BIOPSIA DE FARINGE/LARINGE;190.6;10
2018;353080;SP;Mogi Mirim;93650;0201010666;BIOPSIA DO COLO UTERINO;348.27;19
2020;352590;SP;Jundiaí;423006;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;68773;709
2019;315170;MG;Poço Fundo;16846;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2019;330270;RJ;Maricá;164504;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;56.4;4
2020;500570;MS;Naviraí;55689;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;4321.2;65
2016;520870;GO;Goiânia;1536097;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;14394;600
2020;420910;SC;Joinville;597658;0201010097;BIOPSIA DE CONJUNTIVA;31.1;1
2019;420140;SC;Araranguá;68867;0201010518;BIOPSIA/PUNÇÃO DE VULVA;73.32;4
2019;314390;MG;Muriaé;109392;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;24920;178
2019;314800;MG;Patos de Minas;153585;0201010518;BIOPSIA/PUNÇÃO DE VULVA;18.33;1
2019;355170;SP;Sertãozinho;127142;0201010410;BIOPSIA DE PROSTATA;4803.76;52
2016;510675;MT;Pontes e Lacerda;45774;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2020;354340;SP;Ribeirão Preto;711825;0201010461;BIOPSIA DE TESTICULO;184.76;4
2018;530010;DF;Brasília;3055149;0201010097;BIOPSIA DE CONJUNTIVA;31.1;1
2018;330260;RJ;Mangaratiba;45220;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;56.4;4
2020;431140;RS;Lajeado;85033;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;13860;99
2015;320520;ES;Vila Velha;501325;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;98.7;7
2018;312090;MG;Curvelo;80616;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;409.64;21
2020;280030;SE;Aracaju;664908;0201010666;BIOPSIA DO COLO UTERINO;4564.17;249
2018;430790;RS;Farroupilha;73061;0201010666;BIOPSIA DO COLO UTERINO;109.98;6
2015;354870;SP;São Bernardo do Campo;844483;0201010151;BIOPSIA DE ENDOMETRIO;1374.75;75
2019;351390;SP;Divinolândia;11086;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;1190;17
2020;522140;GO;Trindade;129823;0201010372;BIOPSIA DE PELE E PARTES MOLES;3487.05;135
2015;110020;RO;Porto Velho;539354;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2636.7;187
2015;140010;RR;Boa Vista;419652;0201010062;BIOPSIA DE BEXIGA;41.68;1
2015;313510;MG;Janaúba;72018;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;73.32;4
2017;420290;SC;Brusque;137689;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2020;351220;SP;Conchal;28273;0201010640;PUNÇÃO P/ ESVAZIAMENTO;66.25;5
2017;320520;ES;Vila Velha;501325;0201010216;BIOPSIA DE FIGADO POR PUNCAO;71.15;1
2015;411370;PR;Londrina;575377;0201010640;PUNÇÃO P/ ESVAZIAMENTO;1775.5;134
2020;521880;GO;Rio Verde;241518;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;560;5
2015;431800;RS;São Borja;60019;0201010666;BIOPSIA DO COLO UTERINO;91.65;5
2017;421140;SC;Nova Erechim;5092;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2020;432000;RS;Sapucaia do Sul;141808;0201010631;PUNÇÃO LOMBAR;14.08;2
2017;355220;SP;Sorocaba;687357;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2016;330022;RJ;Areal;12669;0201010372;BIOPSIA DE PELE E PARTES MOLES;516.6;20
2017;431870;RS;São Leopoldo;238648;0201010410;BIOPSIA DE PROSTATA;3233.3;35
2018;510760;MT;Rondonópolis;236042;0201010518;BIOPSIA/PUNÇÃO DE VULVA;274.95;15
2015;330515;RJ;São José do Vale do Rio Preto;21916;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2018;410400;PR;Campina Grande do Sul;43685;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2017;293330;BA;Vitória da Conquista;341128;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;23.73;1
2015;411520;PR;Maringá;430157;0201010372;BIOPSIA DE PELE E PARTES MOLES;158002.11;6117
2016;320520;ES;Vila Velha;501325;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;125.08;4
2017;431680;RS;Santa Cruz do Sul;131365;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;4498.16;236
2016;410590;PR;Colorado;24145;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;126.9;9
2016;231290;CE;Sobral;210711;0201010046;BIOPSIA DE ANUS E CANAL ANAL;55.38;3
2017;270030;AL;Arapiraca;233047;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2020;500270;MS;Campo Grande;906092;0201010640;PUNÇÃO P/ ESVAZIAMENTO;8639;652
2015;270240;AL;Delmiro Gouveia;52262;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;97;1
2018;352050;SP;Indaiatuba;256223;0201010631;PUNÇÃO LOMBAR;21.12;3
2020;421350;SC;Porto Belo;21932;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2015;330630;RJ;Volta Redonda;273988;0201010399;BIOPSIA DE PIRAMIDE NASAL;18.33;1
2019;350210;SP;Andradina;57202;0201010070;BIOPSIA DE BOLSA ESCROTAL;18.33;1
2016;410840;PR;Francisco Beltrão;92216;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;2681.49;113
2017;150810;PA;Tucuruí;115144;0201010666;BIOPSIA DO COLO UTERINO;146.64;8
2017;352310;SP;Itaquaquecetuba;375011;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;42.3;3
2015;221100;PI;Teresina;868075;0201010275;BIOPSIA DE MEDULA OSSEA;55600;278
2016;130260;AM;Manaus;2219580;0201010275;BIOPSIA DE MEDULA OSSEA;61800;309
2015;292170;BA;Morro do Chapéu;35440;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;4620;33
2017;313620;MG;João Monlevade;80416;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2019;420820;SC;Itajaí;223112;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;355.95;15
2015;210300;MA;Caxias;165525;0201010151;BIOPSIA DE ENDOMETRIO;1649.7;90
2020;230420;CE;Crato;133031;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2015;311430;MG;Carmo do Paranaíba;30334;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;129.36;6
2020;500830;MS;Três Lagoas;123281;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;194.04;9
2015;130260;AM;Manaus;2219580;0201010631;PUNÇÃO LOMBAR;11735.68;1667
2016;313170;MG;Itabira;120904;0201010518;BIOPSIA/PUNÇÃO DE VULVA;164.97;9
2020;421950;SC;Xanxerê;51642;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2017;420240;SC;Blumenau;361855;0201010631;PUNÇÃO LOMBAR;394.24;56
2017;412810;PR;Umuarama;112500;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;80025;892
2018;310910;MG;Bueno Brandão;10991;0201010666;BIOPSIA DO COLO UTERINO;91.65;5
2020;351050;SP;Caraguatatuba;123389;0201010216;BIOPSIA DE FIGADO POR PUNCAO;142.3;2
2017;290650;BA;Candeias;87458;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2020;353180;SP;Monte Mor;60754;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2018;290890;BA;Coração de Maria;22495;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;2450;40
2019;330370;RJ;Paraíba do Sul;44518;0201010372;BIOPSIA DE PELE E PARTES MOLES;3590.37;139
2020;353730;SP;Penápolis;63757;0201010631;PUNÇÃO LOMBAR;105.6;15
2019;330130;RJ;Casimiro de Abreu;45041;0201010372;BIOPSIA DE PELE E PARTES MOLES;387.45;15
2016;210530;MA;Imperatriz;259337;0201010372;BIOPSIA DE PELE E PARTES MOLES;3280.41;127
2018;317120;MG;Vespasiano;129765;0201010372;BIOPSIA DE PELE E PARTES MOLES;826.56;32
2018;330330;RJ;Niterói;515317;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;1890;27
2019;130260;AM;Manaus;2219580;0201010151;BIOPSIA DE ENDOMETRIO;18.33;1
2020;315250;MG;Pouso Alegre;152549;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;2895.06;122
2018;311880;MG;Coração de Jesus;26611;0201010372;BIOPSIA DE PELE E PARTES MOLES;77.49;3
2018;353400;SP;Onda Verde;4422;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;107.8;5
2019;311880;MG;Coração de Jesus;26611;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;218.89;7
2017;431410;RS;Passo Fundo;204722;0201010640;PUNÇÃO P/ ESVAZIAMENTO;132.5;10
2020;330340;RJ;Nova Friburgo;191158;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;17228;59
2018;350850;SP;Caçapava;95018;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;141;10
2017;310860;MG;Brasília de Minas;32405;0201010666;BIOPSIA DO COLO UTERINO;1099.8;60
2019;292400;BA;Paulo Afonso;118516;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;598.32;9
2019;351230;SP;Conchas;18019;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;43.12;2
2015;310620;MG;Belo Horizonte;2521564;0201010160;BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA;1113.97;13
2019;500515;MS;Juti;6787;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;19.06;1
2017;530170;NULL;NULL;NULL;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;1225;29
2020;330390;RJ;Petrópolis;306678;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;1
2015;241220;RN;São José de Mipibu;44236;0201010380;BIOPSIA DE PENIS;36.66;2
2019;317010;MG;Uberaba;337092;0201010372;BIOPSIA DE PELE E PARTES MOLES;4856.04;193
2018;355030;SP;São Paulo;12325232;0201010372;BIOPSIA DE PELE E PARTES MOLES;1072874.88;41536
2018;411850;PR;Pato Branco;83843;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1767.92;82
2015;355220;SP;Sorocaba;687357;0201010151;BIOPSIA DE ENDOMETRIO;36.66;2
2016;311330;MG;Carangola;33011;0201010372;BIOPSIA DE PELE E PARTES MOLES;77.49;3
2016;261340;PE;São José da Coroa Grande;21586;0201010640;PUNÇÃO P/ ESVAZIAMENTO;530;40
2018;431490;RS;Porto Alegre;1488252;0201010640;PUNÇÃO P/ ESVAZIAMENTO;1351.5;102
2019;261160;PE;Recife;1653461;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;27550.53;1187
2018;431020;RS;Ijuí;83764;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2016;431690;RS;Santa Maria;283677;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;6432.42;159
2016;431960;RS;São Sepé;23555;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;129.36;6
